YEAR,STATEFIP,COUNTYFIP,VEHICLES,HHINCOME,NFAMS,FAMSIZE,UNITSTR,VEHICLES,NFAMS
2022,34,17,1,155000,2,1,7,1,2
2022,34,17,1,82000,2,1,7,1,2
2022,34,17,1,82000,2,1,7,1,2
2022,34,3,1,233100,2,1,7,1,2
2022,34,3,1,233100,2,1,7,1,2
2022,34,17,1,90000,2,1,7,1,2
2022,34,17,1,90000,2,1,7,1,2
2022,34,39,1,195000,2,1,7,1,2
2022,34,39,1,195000,2,1,7,1,2
2022,34,39,1,140020,2,2,7,1,2
2022,34,39,1,140020,2,2,7,1,2
2022,34,39,1,140020,2,1,7,1,2
2022,34,27,1,86600,2,1,7,1,2
2022,34,27,1,86600,2,1,7,1,2
2022,34,29,1,80000,2,1,7,1,2
2022,34,29,1,80000,2,1,7,1,2
2022,34,29,1,79600,2,1,7,1,2
2022,34,29,1,79600,2,1,7,1,2
2022,34,3,1,146300,2,3,7,1,2
2022,34,3,1,146300,2,3,7,1,2
2022,34,3,1,146300,2,3,7,1,2
2022,34,3,1,146300,2,1,7,1,2
2022,34,39,1,18230,2,1,7,1,2
2022,34,39,1,18230,2,1,7,1,2
2022,34,17,1,320000,2,1,7,1,2
2022,34,17,1,320000,2,1,7,1,2
2022,34,17,1,88700,2,2,7,1,2
2022,34,17,1,88700,2,2,7,1,2
2022,34,17,1,88700,2,1,7,1,2
2022,34,23,1,62200,2,1,7,1,2
2022,34,23,1,62200,2,1,7,1,2
2022,34,17,1,45000,2,1,7,1,2
2022,34,17,1,45000,2,1,7,1,2
2022,34,27,1,65000,2,1,7,1,2
2022,34,27,1,65000,2,1,7,1,2
2022,34,5,1,77000,1,1,7,1,1
2022,34,17,1,435500,1,2,7,1,1
2022,34,17,1,435500,1,2,7,1,1
2022,34,7,1,24200,1,1,7,1,1
2022,34,31,1,43800,1,2,7,1,1
2022,34,31,1,43800,1,2,7,1,1
2022,34,13,1,18500,1,2,7,1,1
2022,34,13,1,18500,1,2,7,1,1
2022,34,35,1,27600,1,1,7,1,1
2022,34,13,1,0,1,1,7,1,1
2022,34,27,1,200100,1,1,7,1,1
2022,34,3,1,150000,1,1,7,1,1
2022,34,21,1,92000,1,1,7,1,1
2022,34,23,1,56000,1,1,7,1,1
2022,34,3,1,120000,1,1,7,1,1
2022,34,17,1,56000,1,3,7,1,1
2022,34,17,1,56000,1,3,7,1,1
2022,34,17,1,56000,1,3,7,1,1
2022,34,25,1,65000,1,1,7,1,1
2022,34,3,1,173000,1,3,7,1,1
2022,34,3,1,173000,1,3,7,1,1
2022,34,3,1,173000,1,3,7,1,1
2022,34,17,1,83000,1,1,7,1,1
2022,34,21,1,89000,1,2,7,1,1
2022,34,21,1,89000,1,2,7,1,1
2022,34,3,1,35000,1,2,7,1,1
2022,34,3,1,35000,1,2,7,1,1
2022,34,3,1,32900,1,1,7,1,1
2022,34,27,1,75000,1,1,7,1,1
2022,34,7,1,11800,1,2,7,1,1
2022,34,7,1,11800,1,2,7,1,1
2022,34,27,1,4500,1,1,7,1,1
2022,34,13,1,65000,1,1,7,1,1
2022,34,17,1,70000,1,1,7,1,1
2022,34,13,1,75200,1,5,7,1,1
2022,34,13,1,75200,1,5,7,1,1
2022,34,13,1,75200,1,5,7,1,1
2022,34,13,1,75200,1,5,7,1,1
2022,34,13,1,75200,1,5,7,1,1
2022,34,35,1,133600,1,2,7,1,1
2022,34,35,1,133600,1,2,7,1,1
2022,34,3,1,77400,1,2,7,1,1
2022,34,3,1,77400,1,2,7,1,1
2022,34,27,1,69840,1,2,7,1,1
2022,34,27,1,69840,1,2,7,1,1
2022,34,27,1,29200,1,1,7,1,1
2022,34,19,1,13000,1,1,7,1,1
2022,34,39,1,48300,1,1,7,1,1
2022,34,27,1,36300,1,1,7,1,1
2022,34,35,1,65000,1,1,7,1,1
2022,34,31,1,90000,1,1,7,1,1
2022,34,23,1,186000,1,3,7,1,1
2022,34,23,1,186000,1,3,7,1,1
2022,34,23,1,186000,1,3,7,1,1
2022,34,3,1,250000,1,2,7,1,1
2022,34,3,1,250000,1,2,7,1,1
2022,34,17,1,14100,1,3,7,1,1
2022,34,17,1,14100,1,3,7,1,1
2022,34,17,1,14100,1,3,7,1,1
2022,34,17,1,135000,1,2,7,1,1
2022,34,17,1,135000,1,2,7,1,1
2022,34,5,1,26400,1,1,7,1,1
2022,34,13,1,84900,1,2,7,1,1
2022,34,13,1,84900,1,2,7,1,1
2022,34,23,1,49100,1,4,7,1,1
2022,34,23,1,49100,1,4,7,1,1
2022,34,23,1,49100,1,4,7,1,1
2022,34,23,1,49100,1,4,7,1,1
2022,34,21,1,28100,1,1,7,1,1
2022,34,13,1,35000,1,3,7,1,1
2022,34,13,1,35000,1,3,7,1,1
2022,34,13,1,35000,1,3,7,1,1
2022,34,17,1,172500,1,1,7,1,1
2022,34,17,1,616000,1,6,7,1,1
2022,34,17,1,616000,1,6,7,1,1
2022,34,17,1,616000,1,6,7,1,1
2022,34,17,1,616000,1,6,7,1,1
2022,34,17,1,616000,1,6,7,1,1
2022,34,17,1,616000,1,6,7,1,1
2022,34,25,1,52600,1,1,7,1,1
2022,34,13,1,9900,1,1,7,1,1
2022,34,21,1,68000,1,1,7,1,1
2022,34,21,1,27200,1,1,7,1,1
2022,34,3,1,30400,1,2,7,1,1
2022,34,3,1,30400,1,2,7,1,1
2022,34,27,1,88400,1,1,7,1,1
2022,34,13,1,90000,1,1,7,1,1
2022,34,27,1,24800,1,1,7,1,1
2022,34,3,1,32600,1,2,7,1,1
2022,34,3,1,32600,1,2,7,1,1
2022,34,25,1,75000,1,1,7,1,1
2022,34,3,1,105900,1,1,7,1,1
2022,34,31,1,76000,1,1,7,1,1
2022,34,39,1,46800,1,2,7,1,1
2022,34,39,1,46800,1,2,7,1,1
2022,34,3,1,50000,1,1,7,1,1
2022,34,5,1,58000,1,1,7,1,1
2022,34,17,1,650000,1,4,7,1,1
2022,34,17,1,650000,1,4,7,1,1
2022,34,17,1,650000,1,4,7,1,1
2022,34,17,1,650000,1,4,7,1,1
2022,34,39,1,110800,1,1,7,1,1
2022,34,27,1,35600,1,1,7,1,1
2022,34,35,1,185700,1,4,7,1,1
2022,34,35,1,185700,1,4,7,1,1
2022,34,35,1,185700,1,4,7,1,1
2022,34,35,1,185700,1,4,7,1,1
2022,34,21,1,900,1,1,7,1,1
2022,34,39,1,28800,1,1,7,1,1
2022,34,31,1,16000,1,1,7,1,1
2022,34,7,1,59000,1,1,7,1,1
2022,34,21,1,100000,1,1,7,1,1
2022,34,7,1,28000,1,3,7,1,1
2022,34,7,1,28000,1,3,7,1,1
2022,34,7,1,28000,1,3,7,1,1
2022,34,41,1,42600,1,1,7,1,1
2022,34,3,1,262500,1,2,7,1,1
2022,34,3,1,262500,1,2,7,1,1
2022,34,31,1,65000,1,2,7,1,1
2022,34,31,1,65000,1,2,7,1,1
2022,34,17,1,30600,1,2,7,1,1
2022,34,17,1,30600,1,2,7,1,1
2022,34,17,1,60000,1,1,7,1,1
2022,34,39,1,22000,1,5,7,1,1
2022,34,39,1,22000,1,5,7,1,1
2022,34,39,1,22000,1,5,7,1,1
2022,34,39,1,22000,1,5,7,1,1
2022,34,39,1,22000,1,5,7,1,1
2022,34,7,1,24600,1,2,7,1,1
2022,34,7,1,24600,1,2,7,1,1
2022,34,25,1,68000,1,2,7,1,1
2022,34,25,1,68000,1,2,7,1,1
2022,34,23,1,190010,1,1,7,1,1
2022,34,7,1,44100,1,1,7,1,1
2022,34,7,1,109500,1,3,7,1,1
2022,34,7,1,109500,1,3,7,1,1
2022,34,7,1,109500,1,3,7,1,1
2022,34,27,1,36010,1,1,7,1,1
2022,34,13,1,46600,1,2,7,1,1
2022,34,13,1,46600,1,2,7,1,1
2022,34,25,1,79500,1,2,7,1,1
2022,34,25,1,79500,1,2,7,1,1
2022,34,27,1,240000,1,2,7,1,1
2022,34,27,1,240000,1,2,7,1,1
2022,34,23,1,119800,1,3,7,1,1
2022,34,23,1,119800,1,3,7,1,1
2022,34,23,1,119800,1,3,7,1,1
2022,34,17,1,66400,1,1,7,1,1
2022,34,23,1,86000,1,2,7,1,1
2022,34,23,1,86000,1,2,7,1,1
2022,34,31,1,55400,1,2,7,1,1
2022,34,31,1,55400,1,2,7,1,1
2022,34,29,1,28000,1,1,7,1,1
2022,34,39,1,62000,1,1,7,1,1
2022,34,13,1,274600,1,2,7,1,1
2022,34,13,1,274600,1,2,7,1,1
2022,34,27,1,73900,1,1,7,1,1
2022,34,21,1,60000,1,2,7,1,1
2022,34,21,1,60000,1,2,7,1,1
2022,34,21,1,37700,1,1,7,1,1
2022,34,13,1,19200,1,1,7,1,1
2022,34,31,1,69000,1,1,7,1,1
2022,34,13,1,10500,1,1,7,1,1
2022,34,17,1,80,1,1,7,1,1
2022,34,17,1,191000,1,2,7,1,1
2022,34,17,1,191000,1,2,7,1,1
2022,34,23,1,29000,1,2,7,1,1
2022,34,23,1,29000,1,2,7,1,1
2022,34,17,1,75000,1,1,7,1,1
2022,34,3,1,17800,1,1,7,1,1
2022,34,39,1,80000,1,1,7,1,1
2022,34,3,1,36600,1,3,7,1,1
2022,34,3,1,36600,1,3,7,1,1
2022,34,3,1,36600,1,3,7,1,1
2022,34,17,1,48000,1,1,7,1,1
2022,34,39,1,80000,1,1,7,1,1
2022,34,3,1,144600,1,1,7,1,1
2022,34,7,1,125600,1,1,7,1,1
2022,34,25,1,82350,1,1,7,1,1
2022,34,13,1,4000,1,6,7,1,1
2022,34,13,1,4000,1,6,7,1,1
2022,34,13,1,4000,1,6,7,1,1
2022,34,13,1,4000,1,6,7,1,1
2022,34,13,1,4000,1,6,7,1,1
2022,34,13,1,4000,1,6,7,1,1
2022,34,31,1,30000,1,1,7,1,1
2022,34,17,1,141500,1,3,7,1,1
2022,34,17,1,141500,1,3,7,1,1
2022,34,17,1,141500,1,3,7,1,1
2022,34,13,1,109600,1,2,7,1,1
2022,34,13,1,109600,1,2,7,1,1
2022,34,31,1,48600,1,2,7,1,1
2022,34,31,1,48600,1,2,7,1,1
2022,34,3,1,165000,1,2,7,1,1
2022,34,3,1,165000,1,2,7,1,1
2022,34,31,1,48200,1,2,7,1,1
2022,34,31,1,48200,1,2,7,1,1
2022,34,13,1,0,1,1,7,1,1
2022,34,39,1,51000,1,2,7,1,1
2022,34,39,1,51000,1,2,7,1,1
2022,34,27,1,8700,1,1,7,1,1
2022,34,17,1,330000,1,2,7,1,1
2022,34,17,1,330000,1,2,7,1,1
2022,34,21,1,260000,1,3,7,1,1
2022,34,21,1,260000,1,3,7,1,1
2022,34,21,1,260000,1,3,7,1,1
2022,34,27,1,70700,1,2,7,1,1
2022,34,27,1,70700,1,2,7,1,1
2022,34,5,1,105000,1,4,7,1,1
2022,34,5,1,105000,1,4,7,1,1
2022,34,5,1,105000,1,4,7,1,1
2022,34,5,1,105000,1,4,7,1,1
2022,34,17,1,250000,1,1,7,1,1
2022,34,17,1,157300,1,3,7,1,1
2022,34,17,1,157300,1,3,7,1,1
2022,34,17,1,157300,1,3,7,1,1
2022,34,3,1,46000,1,1,7,1,1
2022,34,17,1,455500,1,4,7,1,1
2022,34,17,1,455500,1,4,7,1,1
2022,34,17,1,455500,1,4,7,1,1
2022,34,17,1,455500,1,4,7,1,1
2022,34,17,1,60000,1,1,7,1,1
2022,34,23,1,81600,1,2,7,1,1
2022,34,23,1,81600,1,2,7,1,1
2022,34,3,1,16320,1,1,7,1,1
2022,34,7,1,52800,1,1,7,1,1
2022,34,27,1,92000,1,4,7,1,1
2022,34,27,1,92000,1,4,7,1,1
2022,34,27,1,92000,1,4,7,1,1
2022,34,27,1,92000,1,4,7,1,1
2022,34,17,1,94000,1,1,7,1,1
2022,34,39,1,79000,1,2,7,1,1
2022,34,39,1,79000,1,2,7,1,1
2022,34,3,1,97400,1,2,7,1,1
2022,34,3,1,97400,1,2,7,1,1
2022,34,13,1,41550,1,1,7,1,1
2022,34,23,1,53000,1,1,7,1,1
2022,34,35,1,76700,1,2,7,1,1
2022,34,35,1,76700,1,2,7,1,1
2022,34,17,1,155000,1,2,7,1,1
2022,34,17,1,155000,1,2,7,1,1
2022,34,27,1,208800,1,1,7,1,1
2022,34,25,1,49300,1,1,7,1,1
2022,34,13,1,60830,1,1,7,1,1
2022,34,3,1,35200,1,4,7,1,1
2022,34,3,1,35200,1,4,7,1,1
2022,34,3,1,35200,1,4,7,1,1
2022,34,3,1,35200,1,4,7,1,1
2022,34,7,1,1700,1,1,7,1,1
2022,34,25,1,14400,1,1,7,1,1
2022,34,21,1,0,1,1,7,1,1
2022,34,7,1,5000,1,1,7,1,1
2022,34,17,1,165000,1,1,7,1,1
2022,34,27,1,300000,1,1,7,1,1
2022,34,7,1,81400,1,1,7,1,1
2022,34,17,1,54000,1,2,7,1,1
2022,34,17,1,54000,1,2,7,1,1
2022,34,17,1,240000,1,2,7,1,1
2022,34,17,1,240000,1,2,7,1,1
2022,34,17,1,121000,1,1,7,1,1
2022,34,25,1,18200,1,1,7,1,1
2022,34,13,1,93000,1,2,7,1,1
2022,34,13,1,93000,1,2,7,1,1
2022,34,13,1,49400,1,4,7,1,1
2022,34,13,1,49400,1,4,7,1,1
2022,34,13,1,49400,1,4,7,1,1
2022,34,13,1,49400,1,4,7,1,1
2022,34,35,1,18600,1,4,7,1,1
2022,34,35,1,18600,1,4,7,1,1
2022,34,35,1,18600,1,4,7,1,1
2022,34,35,1,18600,1,4,7,1,1
2022,34,27,1,40100,1,2,7,1,1
2022,34,27,1,40100,1,2,7,1,1
2022,34,39,1,22200,1,4,7,1,1
2022,34,39,1,22200,1,4,7,1,1
2022,34,39,1,22200,1,4,7,1,1
2022,34,39,1,22200,1,4,7,1,1
2022,34,23,1,1300,1,3,7,1,1
2022,34,23,1,1300,1,3,7,1,1
2022,34,23,1,1300,1,3,7,1,1
2022,34,3,1,25000,1,1,7,1,1
2022,34,7,1,1800,1,1,7,1,1
2022,34,13,1,1500,1,1,7,1,1
2022,34,23,1,160000,1,4,7,1,1
2022,34,23,1,160000,1,4,7,1,1
2022,34,23,1,160000,1,4,7,1,1
2022,34,23,1,160000,1,4,7,1,1
2022,34,23,1,50000,1,1,7,1,1
2022,34,39,1,26300,1,1,7,1,1
2022,34,31,1,147000,1,3,7,1,1
2022,34,31,1,147000,1,3,7,1,1
2022,34,31,1,147000,1,3,7,1,1
2022,34,13,1,29400,1,1,7,1,1
2022,34,25,1,47800,1,1,7,1,1
2022,34,25,1,20000,1,1,7,1,1
2022,34,21,1,88800,1,1,7,1,1
2022,34,23,1,23000,1,1,7,1,1
2022,34,39,1,141700,1,2,7,1,1
2022,34,39,1,141700,1,2,7,1,1
2022,34,17,1,10700,1,1,7,1,1
2022,34,5,1,10000,1,2,7,1,1
2022,34,5,1,10000,1,2,7,1,1
2022,34,13,1,77000,1,2,7,1,1
2022,34,13,1,77000,1,2,7,1,1
2022,34,3,1,112000,1,1,7,1,1
2022,34,31,1,45000,1,1,7,1,1
2022,34,3,1,104000,1,2,7,1,1
2022,34,3,1,104000,1,2,7,1,1
2022,34,3,1,110100,1,2,7,1,1
2022,34,3,1,110100,1,2,7,1,1
2022,34,35,1,110000,1,1,7,1,1
2022,34,0,1,84000,1,3,7,1,1
2022,34,0,1,84000,1,3,7,1,1
2022,34,0,1,84000,1,3,7,1,1
2022,34,17,1,49000,1,1,7,1,1
2022,34,13,1,176500,1,2,7,1,1
2022,34,13,1,176500,1,2,7,1,1
2022,34,13,1,17100,1,3,7,1,1
2022,34,13,1,17100,1,3,7,1,1
2022,34,13,1,17100,1,3,7,1,1
2022,34,3,1,88400,1,1,7,1,1
2022,34,7,1,135000,1,2,7,1,1
2022,34,7,1,135000,1,2,7,1,1
2022,34,35,1,98100,1,1,7,1,1
2022,34,7,1,36000,1,1,7,1,1
2022,34,21,1,8300,1,1,7,1,1
2022,34,3,1,120000,1,1,7,1,1
2022,34,39,1,49800,1,1,7,1,1
2022,34,0,1,150080,1,1,7,1,1
2022,34,23,1,108000,1,4,7,1,1
2022,34,23,1,108000,1,4,7,1,1
2022,34,23,1,108000,1,4,7,1,1
2022,34,23,1,108000,1,4,7,1,1
2022,34,15,1,14000,1,1,7,1,1
2022,34,23,1,140000,1,2,7,1,1
2022,34,23,1,140000,1,2,7,1,1
2022,34,0,1,0,1,1,7,1,1
2022,34,17,1,271000,1,4,7,1,1
2022,34,17,1,271000,1,4,7,1,1
2022,34,17,1,271000,1,4,7,1,1
2022,34,17,1,271000,1,4,7,1,1
2022,34,0,1,54000,1,2,7,1,1
2022,34,0,1,54000,1,2,7,1,1
2022,34,31,1,68000,1,1,7,1,1
2022,34,29,1,25000,1,3,7,1,1
2022,34,29,1,25000,1,3,7,1,1
2022,34,29,1,25000,1,3,7,1,1
2022,34,39,1,223000,1,2,7,1,1
2022,34,39,1,223000,1,2,7,1,1
2022,34,27,1,155000,1,2,7,1,1
2022,34,27,1,155000,1,2,7,1,1
2022,34,17,1,94500,1,2,7,1,1
2022,34,17,1,94500,1,2,7,1,1
2022,34,35,1,19000,1,1,7,1,1
2022,34,13,1,68900,1,1,7,1,1
2022,34,21,1,46000,1,1,7,1,1
2022,34,17,1,161300,1,2,7,1,1
2022,34,17,1,161300,1,2,7,1,1
2022,34,15,1,6100,1,1,7,1,1
2022,34,29,1,73500,1,1,7,1,1
2022,34,29,1,25000,1,1,7,1,1
2022,34,3,1,245000,1,2,7,1,1
2022,34,3,1,245000,1,2,7,1,1
2022,34,13,1,17000,1,2,7,1,1
2022,34,13,1,17000,1,2,7,1,1
2022,34,17,1,150000,1,1,7,1,1
2022,34,0,1,6400,1,1,7,1,1
2022,34,17,1,139000,1,3,7,1,1
2022,34,17,1,139000,1,3,7,1,1
2022,34,17,1,139000,1,3,7,1,1
2022,34,7,1,107000,1,1,7,1,1
2022,34,3,1,58000,1,2,7,1,1
2022,34,3,1,58000,1,2,7,1,1
2022,34,17,1,45000,1,1,7,1,1
2022,34,5,1,2800,1,1,7,1,1
2022,34,5,1,104000,1,1,7,1,1
2022,34,25,1,30000,1,1,7,1,1
2022,34,17,1,38400,1,1,7,1,1
2022,34,25,1,62700,1,3,7,1,1
2022,34,25,1,62700,1,3,7,1,1
2022,34,25,1,62700,1,3,7,1,1
2022,34,7,1,96100,1,1,7,1,1
2022,34,3,1,109220,1,3,7,1,1
2022,34,3,1,109220,1,3,7,1,1
2022,34,3,1,109220,1,3,7,1,1
2022,34,3,1,53800,1,3,7,1,1
2022,34,3,1,53800,1,3,7,1,1
2022,34,3,1,53800,1,3,7,1,1
2022,34,31,1,53300,1,1,7,1,1
2022,34,21,1,33800,1,1,7,1,1
2022,34,25,1,9600,1,1,7,1,1
2022,34,41,1,15900,1,1,7,1,1
2022,34,27,1,22100,1,1,7,1,1
2022,34,13,1,60000,1,1,7,1,1
2022,34,23,1,40500,1,5,7,1,1
2022,34,23,1,40500,1,5,7,1,1
2022,34,23,1,40500,1,5,7,1,1
2022,34,23,1,40500,1,5,7,1,1
2022,34,23,1,40500,1,5,7,1,1
2022,34,25,1,164400,1,2,7,1,1
2022,34,25,1,164400,1,2,7,1,1
2022,34,39,1,100500,1,2,7,1,1
2022,34,39,1,100500,1,2,7,1,1
2022,34,23,1,14400,1,1,7,1,1
2022,34,13,1,78000,1,2,7,1,1
2022,34,13,1,78000,1,2,7,1,1
2022,34,23,1,183350,1,2,7,1,1
2022,34,23,1,183350,1,2,7,1,1
2022,34,17,1,100000,1,1,7,1,1
2022,34,39,1,803000,1,3,7,1,1
2022,34,39,1,803000,1,3,7,1,1
2022,34,39,1,803000,1,3,7,1,1
2022,34,13,1,9100,1,2,7,1,1
2022,34,13,1,9100,1,2,7,1,1
2022,34,3,1,8900,1,4,7,1,1
2022,34,3,1,8900,1,4,7,1,1
2022,34,3,1,8900,1,4,7,1,1
2022,34,3,1,8900,1,4,7,1,1
2022,34,5,1,48700,1,1,7,1,1
2022,34,17,1,57300,1,2,7,1,1
2022,34,17,1,57300,1,2,7,1,1
2022,34,25,1,61000,1,1,7,1,1
2022,34,3,1,539000,1,2,7,1,1
2022,34,3,1,539000,1,2,7,1,1
2022,34,17,1,115000,1,2,7,1,1
2022,34,17,1,115000,1,2,7,1,1
2022,34,27,1,95000,1,1,7,1,1
2022,34,35,1,26800,1,1,7,1,1
2022,34,17,1,330000,1,2,7,1,1
2022,34,17,1,330000,1,2,7,1,1
2022,34,39,1,58000,1,2,7,1,1
2022,34,39,1,58000,1,2,7,1,1
2022,34,35,1,61000,1,1,7,1,1
2022,34,13,1,79000,1,1,7,1,1
2022,34,13,1,41700,1,2,7,1,1
2022,34,13,1,41700,1,2,7,1,1
2022,34,23,1,79500,1,3,7,1,1
2022,34,23,1,79500,1,3,7,1,1
2022,34,23,1,79500,1,3,7,1,1
2022,34,27,1,18000,1,1,7,1,1
2022,34,17,1,118000,1,2,7,1,1
2022,34,17,1,118000,1,2,7,1,1
2022,34,17,1,71700,1,2,7,1,1
2022,34,17,1,71700,1,2,7,1,1
2022,34,17,1,1300,1,1,7,1,1
2022,34,17,1,10100,1,1,7,1,1
2022,34,3,1,25600,1,1,7,1,1
2022,34,5,1,29900,1,1,7,1,1
2022,34,3,1,122040,1,3,7,1,1
2022,34,3,1,122040,1,3,7,1,1
2022,34,3,1,122040,1,3,7,1,1
2022,34,13,1,25100,1,1,7,1,1
2022,34,3,1,77000,1,1,7,1,1
2022,34,17,1,75000,1,1,7,1,1
2022,34,0,1,6600,1,1,7,1,1
2022,34,39,1,31300,1,3,7,1,1
2022,34,39,1,31300,1,3,7,1,1
2022,34,39,1,31300,1,3,7,1,1
2022,34,3,1,95000,1,1,7,1,1
2022,34,3,1,104600,1,1,7,1,1
2022,34,3,1,111200,1,2,7,1,1
2022,34,3,1,111200,1,2,7,1,1
2022,34,31,1,11700,1,1,7,1,1
2022,34,27,1,145000,1,2,7,1,1
2022,34,27,1,145000,1,2,7,1,1
2022,34,13,1,22200,1,1,7,1,1
2022,34,3,1,338300,1,1,7,1,1
2022,34,7,1,80000,1,5,7,1,1
2022,34,7,1,80000,1,5,7,1,1
2022,34,7,1,80000,1,5,7,1,1
2022,34,7,1,80000,1,5,7,1,1
2022,34,7,1,80000,1,5,7,1,1
2022,34,31,1,85900,1,2,7,1,1
2022,34,31,1,85900,1,2,7,1,1
2022,34,17,1,410200,1,3,7,1,1
2022,34,17,1,410200,1,3,7,1,1
2022,34,17,1,410200,1,3,7,1,1
2022,34,21,1,81900,1,2,7,1,1
2022,34,21,1,81900,1,2,7,1,1
2022,34,7,1,65000,1,1,7,1,1
2022,34,13,1,48000,1,2,7,1,1
2022,34,13,1,48000,1,2,7,1,1
2022,34,39,1,12000,1,1,7,1,1
2022,34,21,1,26500,1,1,7,1,1
2022,34,17,1,206000,1,1,7,1,1
2022,34,3,1,65000,1,4,7,1,1
2022,34,3,1,65000,1,4,7,1,1
2022,34,3,1,65000,1,4,7,1,1
2022,34,3,1,65000,1,4,7,1,1
2022,34,17,1,170000,1,2,7,1,1
2022,34,17,1,170000,1,2,7,1,1
2022,34,7,1,194800,1,1,7,1,1
2022,34,3,1,300000,1,1,7,1,1
2022,34,27,1,176000,1,1,7,1,1
2022,34,29,1,52000,1,6,7,1,1
2022,34,29,1,52000,1,6,7,1,1
2022,34,29,1,52000,1,6,7,1,1
2022,34,29,1,52000,1,6,7,1,1
2022,34,29,1,52000,1,6,7,1,1
2022,34,29,1,52000,1,6,7,1,1
2022,34,31,1,42900,1,2,7,1,1
2022,34,31,1,42900,1,2,7,1,1
2022,34,23,1,130000,1,1,7,1,1
2022,34,17,1,62400,1,3,7,1,1
2022,34,17,1,62400,1,3,7,1,1
2022,34,17,1,62400,1,3,7,1,1
2022,34,3,1,110000,1,1,7,1,1
2022,34,3,1,96600,1,2,7,1,1
2022,34,3,1,96600,1,2,7,1,1
2022,34,3,1,70000,1,1,7,1,1
2022,34,39,1,5000,1,1,7,1,1
2022,34,3,1,50000,1,1,7,1,1
2022,34,21,1,60000,1,3,7,1,1
2022,34,21,1,60000,1,3,7,1,1
2022,34,21,1,60000,1,3,7,1,1
2022,34,17,1,70000,1,2,7,1,1
2022,34,17,1,70000,1,2,7,1,1
2022,34,17,1,45000,1,3,7,1,1
2022,34,17,1,45000,1,3,7,1,1
2022,34,17,1,45000,1,3,7,1,1
2022,34,13,1,65000,1,1,7,1,1
2022,34,3,1,30000,1,2,7,1,1
2022,34,3,1,30000,1,2,7,1,1
2022,34,13,1,13200,1,1,7,1,1
2022,34,23,1,60000,1,1,7,1,1
2022,34,41,1,128500,1,3,7,1,1
2022,34,41,1,128500,1,3,7,1,1
2022,34,41,1,128500,1,3,7,1,1
2022,34,0,1,130000,1,1,7,1,1
2022,34,3,1,100000,1,1,7,1,1
2022,34,39,1,66000,1,1,7,1,1
2022,34,25,1,52000,1,1,7,1,1
2022,34,17,1,52000,1,1,7,1,1
2022,34,29,1,30000,1,2,7,1,1
2022,34,29,1,30000,1,2,7,1,1
2022,34,35,1,204500,1,1,7,1,1
2022,34,39,1,56000,1,1,7,1,1
2022,34,39,1,21000,1,1,7,1,1
2022,34,39,1,47300,1,2,7,1,1
2022,34,39,1,47300,1,2,7,1,1
2022,34,23,1,56600,1,1,7,1,1
2022,34,29,1,200000,1,3,7,1,1
2022,34,29,1,200000,1,3,7,1,1
2022,34,29,1,200000,1,3,7,1,1
2022,34,41,1,19620,1,1,7,1,1
2022,34,17,1,82000,1,1,7,1,1
2022,34,13,1,28000,1,1,7,1,1
2022,34,17,1,12000,1,2,7,1,1
2022,34,17,1,12000,1,2,7,1,1
2022,34,27,1,31000,1,1,7,1,1
2022,34,3,1,27000,1,1,7,1,1
2022,34,35,1,48500,1,1,7,1,1
2022,34,7,1,43500,1,1,7,1,1
2022,34,17,1,38700,1,1,7,1,1
2022,34,3,1,28730,1,2,7,1,1
2022,34,3,1,28730,1,2,7,1,1
2022,34,25,1,85000,1,1,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,35,1,127000,1,7,7,1,1
2022,34,7,1,60000,1,1,7,1,1
2022,34,17,1,86500,1,3,7,1,1
2022,34,17,1,86500,1,3,7,1,1
2022,34,17,1,86500,1,3,7,1,1
2022,34,17,1,105000,1,2,7,1,1
2022,34,17,1,105000,1,2,7,1,1
2022,34,23,1,107200,1,2,7,1,1
2022,34,23,1,107200,1,2,7,1,1
2022,34,17,1,57000,1,1,7,1,1
2022,34,31,1,10800,1,1,7,1,1
2022,34,17,1,66000,1,1,7,1,1
2022,34,29,1,21300,1,1,7,1,1
2022,34,23,1,25000,1,1,7,1,1
2022,34,17,1,135000,1,1,7,1,1
2022,34,17,1,151300,1,2,7,1,1
2022,34,17,1,151300,1,2,7,1,1
2022,34,23,1,75000,1,1,7,1,1
2022,34,21,1,70000,1,1,7,1,1
2022,34,5,1,3300,1,1,7,1,1
2022,34,25,1,104000,1,1,7,1,1
2022,34,17,1,150000,1,2,7,1,1
2022,34,17,1,150000,1,2,7,1,1
2022,34,27,1,52900,1,1,7,1,1
2022,34,3,1,82700,1,3,7,1,1
2022,34,3,1,82700,1,3,7,1,1
2022,34,3,1,82700,1,3,7,1,1
2022,34,5,1,53000,1,1,7,1,1
2022,34,17,1,86500,1,3,7,1,1
2022,34,17,1,86500,1,3,7,1,1
2022,34,17,1,86500,1,3,7,1,1
2022,34,3,1,70000,1,1,7,1,1
2022,34,39,1,18000,1,1,7,1,1
2022,34,41,1,10000,1,1,7,1,1
2022,34,23,1,41700,1,1,7,1,1
